dataset_id,split_id,scenario_id,model_id,protocol,metric,oracle_labels,claim_scope,operational_ranking_eligible,robustness_auc_mean,robustness_auc_std,robustness_auc_ci_lower,robustness_auc_ci_upper,robustness_avg_metric_mean,robustness_avg_metric_std,robustness_avg_metric_ci_lower,robustness_avg_metric_ci_upper,min_n_runs_per_severity,n_paired_seed_cells,n_training_seeds,n_graph_seeds,ci_method
yelpchi,r40_s0,heterophily_rewire_oracle,sage,train_on_variant,roc_auc,True,oracle_privileged_training_diagnostic,False,0.25205660266867613,0.007624622716170898,0.24517775147737875,0.25550753449702235,0.8401886755622539,0.02541540905390301,0.8172591715912624,0.8516917816567412,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,heterophily_rewire_oracle,pmp,train_on_variant,roc_auc,True,oracle_privileged_training_diagnostic,False,0.2622315767661946,0.001469139015284731,0.2609049440261534,0.263364884310685,0.8741052558873154,0.004897130050949102,0.8696831467538446,0.8778829477022835,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,heterophily_rewire_oracle,secgfd,train_on_variant,roc_auc,True,oracle_privileged_training_diagnostic,False,0.2848629706441242,0.000951588488445308,0.28410955482508127,0.28561465163169075,0.9495432354804139,0.0031719616281510286,0.9470318494169376,0.9520488387723025,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,heterophily_rewire_oracle,mlp,train_on_variant,average_precision,True,oracle_privileged_training_diagnostic,False,0.12337304438410641,0.011892643524766145,0.11200951878218782,0.12962754138190138,0.41124348128035476,0.03964214508255382,0.3733650626072927,0.43209180460633795,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,heterophily_rewire_oracle,sage,train_on_variant,average_precision,True,oracle_privileged_training_diagnostic,False,0.15518773396967117,0.014137693170659129,0.14275283611467957,0.16258757133986784,0.5172924465655706,0.04712564390219711,0.475842787048932,0.5419585711328929,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,heterophily_rewire_oracle,pmp,train_on_variant,average_precision,True,oracle_privileged_training_diagnostic,False,0.17590387229973053,0.003587429968263001,0.17275089840500873,0.17923464503927322,0.5863462409991017,0.011958099894209992,0.5758363280166959,0.5974488167975774,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,heterophily_rewire_oracle,secgfd,train_on_variant,average_precision,True,oracle_privileged_training_diagnostic,False,0.25767591133916506,0.0019073967672825008,0.2561558312907969,0.2591944584286785,0.8589197044638837,0.006357989224275005,0.8538527709693231,0.863981528095595,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,heterophily_rewire_oracle,mlp,train_on_variant,f1_macro,True,oracle_privileged_training_diagnostic,False,0.19747929419319507,0.005121653174574797,0.1925824599133809,0.20016342413857183,0.6582643139773169,0.017072177248582662,0.641941533044603,0.6672114137952395,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,heterophily_rewire_oracle,sage,train_on_variant,f1_macro,True,oracle_privileged_training_diagnostic,False,0.21259643445834317,0.006010219348830485,0.20740991638166975,0.21552949299387741,0.7086547815278106,0.02003406449610161,0.6913663879388992,0.7184316433129245,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,heterophily_rewire_oracle,pmp,train_on_variant,f1_macro,True,oracle_privileged_training_diagnostic,False,0.22186965885436688,0.0017883484095513103,0.2203773994148049,0.22316558812781,0.7395655295145562,0.005961161365171024,0.7345913313826831,0.7438852937593669,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,heterophily_rewire_oracle,secgfd,train_on_variant,f1_macro,True,oracle_privileged_training_diagnostic,False,0.2735500126802589,0.0017593113337786512,0.2720923173249957,0.27484152299807846,0.911833375600863,0.005864371112595508,0.9069743910833191,0.916138409993595,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,heterophily_rewire_nonoracle,mlp,train_on_variant,roc_auc,False,non_oracle_controlled_stress,True,0.23624973274555777,0.006241731187715977,0.23032053859439977,0.23931639314929204,0.7874991091518593,0.020805770625719925,0.7677351286479994,0.7977213104976403,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,heterophily_rewire_nonoracle,sage,train_on_variant,roc_auc,False,non_oracle_controlled_stress,True,0.225648116675572,0.016490230223437218,0.21065529985329118,0.23697016431297954,0.7521603889185732,0.054967434078124044,0.7021843328443038,0.7899005477099321,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,heterophily_rewire_nonoracle,pmp,train_on_variant,roc_auc,False,non_oracle_controlled_stress,True,0.2518461704332075,0.001417477436318475,0.250405820927995,0.25291212471324936,0.8394872347773583,0.004724924787728267,0.8346860697599835,0.8430404157108312,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,heterophily_rewire_nonoracle,secgfd,train_on_variant,roc_auc,False,non_oracle_controlled_stress,True,0.24265860386970145,0.00288793237245339,0.24047482592746935,0.24510711368084542,0.8088620128990046,0.009626441241511326,0.8015827530915646,0.8170237122694847,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,heterophily_rewire_nonoracle,mlp,train_on_variant,average_precision,False,non_oracle_controlled_stress,True,0.12337304438410641,0.011892643524766145,0.11200951878218782,0.12962754138190138,0.41124348128035476,0.03964214508255382,0.3733650626072927,0.43209180460633795,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
yelpchi,r40_s0,heterophily_rewire_nonoracle,sage,train_on_variant,average_precision,False,non_oracle_controlled_stress,True,0.11263652741968985,0.02084625828021417,0.09411326582042913,0.12772862944835045,0.37545509139896627,0.06948752760071389,0.3137108860680971,0.4257620981611681,5,10,5,2,paired_curve_crossed_training_graph_seed_bootstrap
