split_regime_id,train_size,val_size,test_size,dataset_id,scenario_id,model_id,protocol,metric,max_severity,oracle_labels,claim_scope,operational_ranking_eligible,clean_mean,clean_std,clean_ci_lower,clean_ci_upper,max_severity_mean,max_severity_std,max_severity_ci_lower,max_severity_ci_upper,drop_mean,drop_std,drop_ci_lower,drop_ci_upper,n_splits,min_paired_training_seeds_per_split,min_graph_seeds_per_split,ci_method
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,sage,train_clean_eval_all,average_precision,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.39821984499025387,0.027049927016352417,0.38179236868125566,0.42944014890711674,0.3161064790996825,0.01797604028803129,0.3055517010866472,0.33686241843426973,0.08211336589057143,0.009116769954373069,0.0758870509031251,0.09257773047284716,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,sage,train_clean_eval_all,f1_macro,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.6490481483492816,0.01872261321720637,0.6375118690202062,0.6706504896075932,0.6091406084028067,0.014428632184635878,0.6003219527274658,0.6257916236559989,0.039907539946474925,0.004460418875774938,0.03620362019525072,0.04485886595159444,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,sage,train_clean_eval_all,roc_auc,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.7649293071507189,0.023876909626646715,0.7495764898410918,0.7924381403626047,0.6872483512798739,0.018430981711054614,0.6742201386750429,0.7083364187485518,0.07768095587084488,0.005630655157942064,0.07358479483243288,0.08410172161405298,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,sage,train_on_variant,average_precision,0.3,True,oracle_privileged_training_diagnostic,False,0.3992330266056244,0.027199513546312667,0.38337358882194267,0.43063980263938983,0.3009371208959651,0.017448969860560794,0.2813197174582062,0.3147251015652216,0.0982959057096593,0.027648546453771256,0.06896058679031905,0.12387325897492248,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,sage,train_on_variant,f1_macro,0.3,True,oracle_privileged_training_diagnostic,False,0.6497380235622016,0.018267488849658873,0.6382223651484653,0.6708008636264987,0.6004997217303187,0.010689443451123442,0.5881711392664652,0.6071824163946593,0.04923830183188279,0.015953736876317764,0.03207675561863366,0.06361844723183938,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,sage,train_on_variant,roc_auc,0.3,True,oracle_privileged_training_diagnostic,False,0.7651267213218675,0.023869605594869475,0.7494028649676207,0.7925929430916682,0.6730039888400388,0.016179320192295475,0.6544335118110267,0.684056552754979,0.09212273248182862,0.02151333389635847,0.06932780315133481,0.11207104113755688,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,secgfd,train_clean_eval_all,average_precision,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.45212708842776705,0.0016750860267174402,0.45104574600768627,0.4540566214469175,0.3579494772082527,0.0026518695343624474,0.35575746925965573,0.3608971663318801,0.09417761121951436,0.0010674216043471405,0.09315945511503736,0.09528827674803057,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,secgfd,train_clean_eval_all,f1_macro,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.6754057891957593,0.0025681276060250816,0.6736884583885713,0.6783581022714417,0.6311763867122829,0.0018381851369281765,0.629528339246789,0.6331588055681346,0.044229402483476545,0.0012296126225833713,0.04284644306664622,0.04519929670330695,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,secgfd,train_clean_eval_all,roc_auc,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.8011457561582537,0.0016285610614605228,0.7998226116504265,0.8029645568206764,0.7136565686092174,0.0025853891259536503,0.7108161350415259,0.7158725176302182,0.08748918754903635,0.0013628294281716542,0.08636904684775054,0.08900647660890033,3,5,2,split_bootstrap_over_split_means
train40_val20_test40,0.4,0.2,0.4,yelpchi,camouflage_feature_oracle,secgfd,train_on_variant,average_precision,0.3,True,oracle_privileged_training_diagnostic,False,0.4497688826157887,0.00459049103713546,0.4456039405696373,0.45469081684098045,0.3699969781570891,0.01121520970570349,0.3576074094204828,0.37945594215182005,0.07977190445869957,0.00938018224377557,0.06955594828492824,0.08799653114915447,3,5,2,split_bootstrap_over_split_means
