split_regime_id,train_size,val_size,test_size,dataset_id,model_id,protocol,metric,worst_scenario_id,worst_severity,oracle_labels,claim_scope,operational_ranking_eligible,worst_mean,worst_std,worst_ci_lower,worst_ci_upper,clean_mean,clean_std,clean_ci_lower,clean_ci_upper,drop_from_clean_mean,drop_from_clean_std,drop_from_clean_ci_lower,drop_from_clean_ci_upper,retention_fraction_mean,retention_fraction_std,retention_fraction_ci_lower,retention_fraction_ci_upper,n_splits,min_runs_per_split,min_training_seeds_per_split,min_graph_seeds_per_split,ci_method,drop_ci_method,retention_ci_method,selection_method
train60_val20_test20,0.6,0.2,0.2,yelpchi,pmp,train_clean_eval_all,roc_auc,heterophily_rewire_oracle,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.7599455763244386,0.008784385518774227,0.7499091906563654,0.7662360313105966,0.8535880822367486,0.010785669179176458,0.8411706849793287,0.860625541178336,0.09364250591230981,0.0021091718808256385,0.09126149432296306,0.0952765135462273,0.890286322788585,0.0012353661366083695,0.8890379170726413,0.8915082227837242,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train60_val20_test20,0.6,0.2,0.2,yelpchi,pmp,train_on_variant,average_precision,camouflage_feature_oracle,0.3,True,oracle_privileged_training_diagnostic,False,0.44875939113998875,0.025283162199795893,0.430088564052218,0.4775315856085826,0.5824861888615543,0.024092330798164717,0.5566655594418857,0.6043637621026958,0.13372679772156568,0.01216349679100734,0.12657699538966768,0.1477712212809162,0.7708567901261146,0.02172830941421057,0.7480726961328505,0.7913473658872916,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train60_val20_test20,0.6,0.2,0.2,yelpchi,pmp,train_on_variant,f1_macro,camouflage_feature_oracle,0.3,True,oracle_privileged_training_diagnostic,False,0.6674560821679666,0.010501848464828482,0.6574779023186301,0.6784130667254967,0.7267111090842772,0.010712730913705254,0.7145996249882615,0.7349455131926849,0.05925502691631066,0.004215628511252498,0.05653244646718789,0.06411091161211271,0.9185618015513771,0.005643042745858288,0.9122996095163668,0.9232525913269883,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train60_val20_test20,0.6,0.2,0.2,yelpchi,pmp,train_on_variant,roc_auc,camouflage_feature_oracle,0.3,True,oracle_privileged_training_diagnostic,False,0.7671327914435895,0.011204492395723388,0.7565982501646401,0.7789045397621255,0.8535880822367486,0.010785669179176458,0.8411706849793287,0.860625541178336,0.0864552907931591,0.005905305038484593,0.08172100141621032,0.09307243614857859,0.8987721054827627,0.006780887889003146,0.8916465312080556,0.9051456014283984,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train60_val20_test20,0.6,0.2,0.2,yelpchi,sage,train_clean_eval_all,average_precision,camouflage_feature_oracle,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.3122157776522312,0.015030064243431472,0.29830935050964164,0.32816128204720174,0.39031311380381856,0.01521988332767703,0.3749213195313294,0.40535505411398526,0.07809733615158745,0.0020892266409510358,0.07661196902168774,0.08048626736629104,0.8122520807443182,0.008378950699254855,0.8072871060670425,0.8219261315194455,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train60_val20_test20,0.6,0.2,0.2,yelpchi,sage,train_clean_eval_all,f1_macro,camouflage_feature_oracle,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.6022049308770102,0.008153185468487721,0.5928545291605214,0.6078298285757097,0.6398136947375644,0.008322247668744332,0.6302244403032474,0.6451509597762669,0.03760876386055404,0.0004566015883535845,0.037321131200557266,0.038135249238378875,0.942525364859122,0.0010607440563928305,0.9418624274208177,0.9437487771963596,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train60_val20_test20,0.6,0.2,0.2,yelpchi,sage,train_clean_eval_all,roc_auc,camouflage_feature_oracle,0.3,True,oracle_shift_sensitivity_diagnostic,False,0.680228049501811,0.009256089204594668,0.6703748974810053,0.6887409514601143,0.7561810601048412,0.0113959462464789,0.7434806113333415,0.7655131533013403,0.07595301060303018,0.0025388368440170004,0.07310571385233607,0.0779811161155286,0.9013743932160532,0.001853966842911422,0.8994540766910717,0.9031539911575486,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train60_val20_test20,0.6,0.2,0.2,yelpchi,sage,train_on_variant,average_precision,camouflage_feature_oracle,0.3,True,oracle_privileged_training_diagnostic,False,0.29345000619873357,0.012742684792377794,0.278754249186852,0.30143196680006634,0.39014711788432027,0.015868019043263255,0.37358739300957405,0.4052185679425593,0.0966971116855867,0.006365583747119058,0.09147159009154508,0.10378660114249298,0.8084159983540173,0.05681703266012616,0.7579129555064344,0.8699339946223983,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train60_val20_test20,0.6,0.2,0.2,yelpchi,sage,train_on_variant,f1_macro,camouflage_feature_oracle,0.3,True,oracle_privileged_training_diagnostic,False,0.5919894752159919,0.010212127826298177,0.5822860034902865,0.602643756390342,0.6396157704795851,0.00878486975227207,0.6294743036604813,0.6448786617204845,0.047626295263593216,0.00562319548422465,0.04223490533014248,0.05345568029044243,0.9299531726451193,0.011894664960071657,0.9188328748736803,0.9424945311408027,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
train60_val20_test20,0.6,0.2,0.2,yelpchi,sage,train_on_variant,roc_auc,camouflage_feature_oracle,0.3,True,oracle_privileged_training_diagnostic,False,0.6628413425186287,0.01260213832677745,0.6495710923494152,0.6746474670948328,0.7560086103251744,0.01149637061646036,0.7430837218129932,0.7650934542574729,0.09316726780654579,0.007799136272328737,0.08520118781022475,0.10078798614583466,0.8838314463107914,0.01644379427288137,0.8703956370875178,0.902168629857702,3,10,5,2,split_bootstrap_over_split_means,split_bootstrap_over_split_means,split_bootstrap_over_split_means,minimum_configured_nonzero_point_cross_split_mean
