dataset_id,scenario_id,model_id,protocol,metric,oracle_labels,claim_scope,operational_ranking_eligible,robustness_auc_mean,robustness_auc_std,robustness_auc_ci_lower,robustness_auc_ci_upper,robustness_avg_metric_mean,robustness_avg_metric_std,robustness_avg_metric_ci_lower,robustness_avg_metric_ci_upper,n_splits,min_training_seeds_per_split,min_graph_seeds_per_split,ci_method
yelpchi,heterophily_rewire_oracle,sage,train_on_variant,average_precision,True,oracle_privileged_training_diagnostic,False,0.15188228527037295,0.0,0.15188228527037295,0.15188228527037295,0.5062742842345765,0.0,0.5062742842345765,0.5062742842345765,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,sage,train_on_variant,f1_macro,True,oracle_privileged_training_diagnostic,False,0.2110525673780198,0.0,0.2110525673780198,0.2110525673780198,0.7035085579267327,0.0,0.7035085579267327,0.7035085579267327,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,sage,train_on_variant,roc_auc,True,oracle_privileged_training_diagnostic,False,0.2499067250435801,0.0,0.2499067250435801,0.2499067250435801,0.8330224168119336,0.0,0.8330224168119336,0.8330224168119336,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,secgfd,train_clean_eval_all,average_precision,True,oracle_shift_sensitivity_diagnostic,False,0.0889840016532661,0.0,0.0889840016532661,0.0889840016532661,0.2966133388442204,0.0,0.2966133388442204,0.2966133388442204,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,secgfd,train_clean_eval_all,f1_macro,True,oracle_shift_sensitivity_diagnostic,False,0.17737398193886045,0.0,0.17737398193886045,0.17737398193886045,0.5912466064628682,0.0,0.5912466064628682,0.5912466064628682,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,secgfd,train_clean_eval_all,roc_auc,True,oracle_shift_sensitivity_diagnostic,False,0.20263412614967047,0.0,0.20263412614967047,0.20263412614967047,0.6754470871655682,0.0,0.6754470871655682,0.6754470871655682,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,secgfd,train_on_variant,average_precision,True,oracle_privileged_training_diagnostic,False,0.25884689691050533,0.0,0.25884689691050533,0.25884689691050533,0.8628229897016845,0.0,0.8628229897016845,0.8628229897016845,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,secgfd,train_on_variant,f1_macro,True,oracle_privileged_training_diagnostic,False,0.2737855726663254,0.0,0.2737855726663254,0.2737855726663254,0.9126185755544179,0.0,0.9126185755544179,0.9126185755544179,1,3,2,split_bootstrap_over_split_means
yelpchi,heterophily_rewire_oracle,secgfd,train_on_variant,roc_auc,True,oracle_privileged_training_diagnostic,False,0.28544960164796424,0.0,0.28544960164796424,0.28544960164796424,0.9514986721598807,0.0,0.9514986721598807,0.9514986721598807,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,mlp,train_clean_eval_all,average_precision,False,non_oracle_controlled_stress,True,0.07987595843389524,0.0,0.07987595843389524,0.07987595843389524,0.39937979216947617,0.0,0.39937979216947617,0.39937979216947617,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,mlp,train_clean_eval_all,f1_macro,False,non_oracle_controlled_stress,True,0.13063686618530457,0.0,0.13063686618530457,0.13063686618530457,0.6531843309265226,0.0,0.6531843309265226,0.6531843309265226,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,mlp,train_clean_eval_all,roc_auc,False,non_oracle_controlled_stress,True,0.15625413267787236,0.0,0.15625413267787236,0.15625413267787236,0.7812706633893618,0.0,0.7812706633893618,0.7812706633893618,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,mlp,train_on_variant,average_precision,False,non_oracle_controlled_stress,True,0.07987595843389524,0.0,0.07987595843389524,0.07987595843389524,0.39937979216947617,0.0,0.39937979216947617,0.39937979216947617,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,mlp,train_on_variant,f1_macro,False,non_oracle_controlled_stress,True,0.13063686618530457,0.0,0.13063686618530457,0.13063686618530457,0.6531843309265226,0.0,0.6531843309265226,0.6531843309265226,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,mlp,train_on_variant,roc_auc,False,non_oracle_controlled_stress,True,0.15625413267787236,0.0,0.15625413267787236,0.15625413267787236,0.7812706633893618,0.0,0.7812706633893618,0.7812706633893618,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,pmp,train_clean_eval_all,average_precision,False,non_oracle_controlled_stress,True,0.10763815734472366,0.0,0.10763815734472366,0.10763815734472366,0.5381907867236183,0.0,0.5381907867236183,0.5381907867236183,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,pmp,train_clean_eval_all,f1_macro,False,non_oracle_controlled_stress,True,0.1416439131588362,0.0,0.1416439131588362,0.1416439131588362,0.708219565794181,0.0,0.708219565794181,0.708219565794181,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,pmp,train_clean_eval_all,roc_auc,False,non_oracle_controlled_stress,True,0.16804163648342954,0.0,0.16804163648342954,0.16804163648342954,0.8402081824171477,0.0,0.8402081824171477,0.8402081824171477,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,pmp,train_on_variant,average_precision,False,non_oracle_controlled_stress,True,0.10815393101095568,0.0,0.10815393101095568,0.10815393101095568,0.5407696550547784,0.0,0.5407696550547784,0.5407696550547784,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,pmp,train_on_variant,f1_macro,False,non_oracle_controlled_stress,True,0.14233728653669098,0.0,0.14233728653669098,0.14233728653669098,0.711686432683455,0.0,0.711686432683455,0.711686432683455,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,pmp,train_on_variant,roc_auc,False,non_oracle_controlled_stress,True,0.16848285214988812,0.0,0.16848285214988812,0.16848285214988812,0.8424142607494406,0.0,0.8424142607494406,0.8424142607494406,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,sage,train_clean_eval_all,average_precision,False,non_oracle_controlled_stress,True,0.08446547793641684,0.0,0.08446547793641684,0.08446547793641684,0.4223273896820841,0.0,0.4223273896820841,0.4223273896820841,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,sage,train_clean_eval_all,f1_macro,False,non_oracle_controlled_stress,True,0.13328095856650043,0.0,0.13328095856650043,0.13328095856650043,0.6664047928325021,0.0,0.6664047928325021,0.6664047928325021,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,sage,train_clean_eval_all,roc_auc,False,non_oracle_controlled_stress,True,0.1578486733373566,0.0,0.1578486733373566,0.1578486733373566,0.789243366686783,0.0,0.789243366686783,0.789243366686783,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,sage,train_on_variant,average_precision,False,non_oracle_controlled_stress,True,0.065815862775243,0.0,0.065815862775243,0.065815862775243,0.329079313876215,0.0,0.329079313876215,0.329079313876215,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,sage,train_on_variant,f1_macro,False,non_oracle_controlled_stress,True,0.12360318830738644,0.0,0.12360318830738644,0.12360318830738644,0.6180159415369322,0.0,0.6180159415369322,0.6180159415369322,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,sage,train_on_variant,roc_auc,False,non_oracle_controlled_stress,True,0.1437983579882305,0.0,0.1437983579882305,0.1437983579882305,0.7189917899411525,0.0,0.7189917899411525,0.7189917899411525,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,secgfd,train_clean_eval_all,average_precision,False,non_oracle_controlled_stress,True,0.09390054035935086,0.0,0.09390054035935086,0.09390054035935086,0.4695027017967544,0.0,0.4695027017967544,0.4695027017967544,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,secgfd,train_clean_eval_all,f1_macro,False,non_oracle_controlled_stress,True,0.13772063584634464,0.0,0.13772063584634464,0.13772063584634464,0.6886031792317232,0.0,0.6886031792317232,0.6886031792317232,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,secgfd,train_clean_eval_all,roc_auc,False,non_oracle_controlled_stress,True,0.16240616568304964,0.0,0.16240616568304964,0.16240616568304964,0.8120308284152483,0.0,0.8120308284152483,0.8120308284152483,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,secgfd,train_on_variant,average_precision,False,non_oracle_controlled_stress,True,0.09487360779446008,0.0,0.09487360779446008,0.09487360779446008,0.47436803897230034,0.0,0.47436803897230034,0.47436803897230034,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,secgfd,train_on_variant,f1_macro,False,non_oracle_controlled_stress,True,0.13830534732410107,0.0,0.13830534732410107,0.13830534732410107,0.6915267366205055,0.0,0.6915267366205055,0.6915267366205055,1,3,2,split_bootstrap_over_split_means
yelpchi,noise_edges_uniform,secgfd,train_on_variant,roc_auc,False,non_oracle_controlled_stress,True,0.16302161927656272,0.0,0.16302161927656272,0.16302161927656272,0.8151080963828137,0.0,0.8151080963828137,0.8151080963828137,1,3,2,split_bootstrap_over_split_means
