dataset_id,split_id,scenario_id,model_id,protocol,metric,max_severity,oracle_labels,clean_mean,clean_std,clean_ci_lower,clean_ci_upper,max_severity_mean,max_severity_std,max_severity_ci_lower,max_severity_ci_upper,drop_mean,drop_std,drop_ci_lower,drop_ci_upper,n_clean_runs,n_max_runs
yelpchi,s0,camouflage_relation_oracle,sage,train_clean_eval_all,f1_macro,0.3,True,0.6708474707363034,0.005838419786779025,0.6647939557802494,0.6764439291919299,0.6706427288023318,0.005193193684190148,0.6667307977520261,0.674492911938871,0.00020474193397157503,0.0034478796451393222,-0.006974366221831249,0.006213224328547136,3,6
yelpchi,s0,camouflage_relation_oracle,pmp,train_clean_eval_all,f1_macro,0.3,True,0.719663923941368,0.002034369365771763,0.7181258231096347,0.7219706164124466,0.7191034909928123,0.003958647702785611,0.7166110446208389,0.7224251831023342,0.000560432948555678,0.0017390582832382414,-0.0029364766009503493,0.0038525140676550435,3,6
yelpchi,s0,camouflage_relation_oracle,secgfd,train_clean_eval_all,f1_macro,0.3,True,0.6890827928071466,0.0033915183002178237,0.6853141225973655,0.6918892125166929,0.689376504742432,0.0029305539587348548,0.6872994673192151,0.6913520548758885,-0.000293711935285379,0.001926534342151772,-0.004283615511168825,0.003207587183567295,3,6
yelpchi,s0,noise_edges_uniform,mlp,train_clean_eval_all,roc_auc,0.2,False,0.7812706633893618,0.028782937533635766,0.7480379426991232,0.7982706898766113,0.7812706633893618,0.025744241966935887,0.7645264143301991,0.7980149124485245,0.0,0.016581382061336334,-0.03323272069023864,0.03323272069023864,3,6
yelpchi,s0,noise_edges_uniform,sage,train_clean_eval_all,roc_auc,0.2,False,0.7921178272591782,0.007750399336005183,0.7833336675998815,0.7979923355618194,0.7886759894162795,0.006048239695454211,0.7844823634776018,0.7928370442160486,0.003441837842898754,0.004429090840243939,-0.005927761936110895,0.0110944749653887,3,6
yelpchi,s0,noise_edges_uniform,pmp,train_clean_eval_all,roc_auc,0.2,False,0.849193776874713,0.0038429465319576995,0.8450166598130114,0.8525792578539458,0.8331443119520888,0.00316157766089574,0.8310017527000481,0.8354782147851065,0.016049464922624157,0.002178995127632775,0.011557939008375784,0.020230107513857943,3,6
yelpchi,s0,noise_edges_uniform,secgfd,train_clean_eval_all,roc_auc,0.2,False,0.8137073493351891,0.0033135546661232375,0.80989180387316,0.8158618083969534,0.8104786957398847,0.0033519441834637506,0.8080214237385718,0.8128925787919453,0.0032286535953043316,0.001995187095635519,-0.0009196460773082781,0.006978784592458828,3,6
yelpchi,s0,noise_edges_uniform,mlp,train_clean_eval_all,average_precision,0.2,False,0.39937979216947617,0.05468471766479163,0.3362490943810395,0.43208732915537756,0.39937979216947617,0.04891149841154306,0.3674337139113635,0.43132587042758885,0.0,0.031495276208567,-0.06313069778843666,0.06313069778843666,3,6
yelpchi,s0,noise_edges_uniform,sage,train_clean_eval_all,average_precision,0.2,False,0.4299337735979076,0.015922581453379436,0.4117661955739737,0.4414635658187256,0.42109439001723475,0.013460260129665348,0.4119570540826125,0.43021720758156834,0.008839383580672822,0.009314967410397949,-0.010666248613536667,0.024885461151013553,3,6
yelpchi,s0,noise_edges_uniform,pmp,train_clean_eval_all,average_precision,0.2,False,0.5677252637869848,0.013443553198234745,0.5522038320561967,0.5756933208292596,0.5178104655013965,0.01073186331829436,0.5096785349055631,0.5256664485639131,0.04991479828558831,0.0075670962053360135,0.03438077041306209,0.06358718125235245,3,6
