dataset_id,split_id,scenario_id,model_id,protocol,metric,oracle_labels,robustness_auc_mean,robustness_auc_std,robustness_auc_ci_lower,robustness_auc_ci_upper,robustness_avg_metric_mean,robustness_avg_metric_std,robustness_avg_metric_ci_lower,robustness_avg_metric_ci_upper,min_n_runs_per_severity
yelpchi,s0,camouflage_relation_oracle,pmp,train_on_variant,roc_auc,True,0.2540902283034174,0.0002949363010352729,0.25352371010191305,0.2546379371672003,0.846967427678058,0.0009831210034509093,0.8450790336730436,0.8487931238906677,3
yelpchi,s0,camouflage_relation_oracle,secgfd,train_on_variant,roc_auc,True,0.2435667766248784,0.00020868129341385035,0.2431532892444688,0.24392738067151679,0.8118892554162614,0.0006956043113795022,0.8105109641482294,0.813091268905056,3
yelpchi,s0,camouflage_relation_oracle,mlp,train_on_variant,average_precision,True,0.11981393765084285,0.003685234815723423,0.11271173414964372,0.1268875864497499,0.39937979216947617,0.01228411605241141,0.3757057804988124,0.42295862149916635,3
yelpchi,s0,camouflage_relation_oracle,sage,train_on_variant,average_precision,True,0.11084285441752799,0.006833954617402202,0.09786323284744497,0.12399996333067131,0.36947618139176,0.022779848724674003,0.32621077615814986,0.41333321110223775,3
yelpchi,s0,camouflage_relation_oracle,pmp,train_on_variant,average_precision,True,0.16704338075824188,0.0012135392911156386,0.1647707940454389,0.16946293446362506,0.5568112691941396,0.004045130970385464,0.5492359801514631,0.5648764482120836,3
yelpchi,s0,camouflage_relation_oracle,secgfd,train_on_variant,average_precision,True,0.14062910669902032,0.0005823658607312836,0.13945043547824137,0.14173804115263866,0.46876368899673443,0.0019412195357709453,0.46483478492747127,0.4724601371754622,3
yelpchi,s0,camouflage_relation_oracle,mlp,train_on_variant,f1_macro,True,0.19595529927795677,0.0015884970215316108,0.19289372969704613,0.19901377552034932,0.6531843309265226,0.005294990071772036,0.6429790989901539,0.6633792517344977,3
yelpchi,s0,camouflage_relation_oracle,sage,train_on_variant,f1_macro,True,0.19226245348205323,0.0035056601322411853,0.18546326833411925,0.19910439091215398,0.6408748449401774,0.011685533774137285,0.6182108944470641,0.6636813030405133,3
yelpchi,s0,camouflage_relation_oracle,pmp,train_on_variant,f1_macro,True,0.2156432413276493,0.00038685361815299216,0.21488213496163816,0.2163995159287814,0.7188108044254977,0.0012895120605099749,0.7162737832054605,0.7213317197626047,3
yelpchi,s0,camouflage_relation_oracle,secgfd,train_on_variant,f1_macro,True,0.20625146448846682,0.0002565986385781222,0.20579033392402354,0.20674933353090807,0.6875048816282228,0.0008553287952604086,0.6859677797467452,0.6891644451030269,3
yelpchi,s0,noise_edges_uniform,mlp,train_on_variant,roc_auc,False,0.15625413267787236,0.001293344789023444,0.15376167862610446,0.1587401922939381,0.7812706633893618,0.0064667239451172195,0.7688083931305223,0.7937009614696905,3
yelpchi,s0,noise_edges_uniform,sage,train_on_variant,roc_auc,False,0.14378399206948245,0.0033895066915371605,0.1373523683875685,0.15046292354697985,0.7189199603474122,0.016947533457685803,0.6867618419378425,0.7523146177348992,3
