dataset_id,scenario_id,model_id,protocol,metric,oracle_labels,robustness_auc_mean,robustness_auc_std,robustness_auc_ci_lower,robustness_auc_ci_upper,robustness_avg_metric_mean,robustness_avg_metric_std,robustness_avg_metric_ci_lower,robustness_avg_metric_ci_upper,n_splits
yelpchi,heterophily_rewire_oracle,pmp,train_clean_eval_all,average_precision,True,0.1348506408351746,0.0,0.1348506408351746,0.1348506408351746,0.44950213611724865,0.0,0.44950213611724865,0.44950213611724865,1
yelpchi,heterophily_rewire_oracle,pmp,train_clean_eval_all,f1_macro,True,0.20063172678193647,0.0,0.20063172678193647,0.20063172678193647,0.668772422606455,0.0,0.668772422606455,0.668772422606455,1
yelpchi,heterophily_rewire_oracle,pmp,train_clean_eval_all,roc_auc,True,0.23909874846793175,0.0,0.23909874846793175,0.23909874846793175,0.7969958282264392,0.0,0.7969958282264392,0.7969958282264392,1
yelpchi,heterophily_rewire_oracle,pmp,train_on_variant,average_precision,True,0.17492524748578445,0.0,0.17492524748578445,0.17492524748578445,0.5830841582859482,0.0,0.5830841582859482,0.5830841582859482,1
yelpchi,heterophily_rewire_oracle,pmp,train_on_variant,f1_macro,True,0.22145395351480152,0.0,0.22145395351480152,0.22145395351480152,0.7381798450493384,0.0,0.7381798450493384,0.7381798450493384,1
yelpchi,heterophily_rewire_oracle,pmp,train_on_variant,roc_auc,True,0.2617158803494716,0.0,0.2617158803494716,0.2617158803494716,0.8723862678315719,0.0,0.8723862678315719,0.8723862678315719,1
yelpchi,heterophily_rewire_oracle,sage,train_clean_eval_all,average_precision,True,0.12080775134833682,0.0,0.12080775134833682,0.12080775134833682,0.4026925044944561,0.0,0.4026925044944561,0.4026925044944561,1
yelpchi,heterophily_rewire_oracle,sage,train_clean_eval_all,f1_macro,True,0.1974046600170776,0.0,0.1974046600170776,0.1974046600170776,0.6580155333902586,0.0,0.6580155333902586,0.6580155333902586,1
yelpchi,heterophily_rewire_oracle,sage,train_clean_eval_all,roc_auc,True,0.23343560242200173,0.0,0.23343560242200173,0.23343560242200173,0.7781186747400058,0.0,0.7781186747400058,0.7781186747400058,1
yelpchi,heterophily_rewire_oracle,sage,train_on_variant,average_precision,True,0.15188576891666983,0.0,0.15188576891666983,0.15188576891666983,0.5062858963888994,0.0,0.5062858963888994,0.5062858963888994,1
yelpchi,heterophily_rewire_oracle,sage,train_on_variant,f1_macro,True,0.21111134131727832,0.0,0.21111134131727832,0.21111134131727832,0.7037044710575945,0.0,0.7037044710575945,0.7037044710575945,1
yelpchi,heterophily_rewire_oracle,sage,train_on_variant,roc_auc,True,0.2498346303589994,0.0,0.2498346303589994,0.2498346303589994,0.8327821011966646,0.0,0.8327821011966646,0.8327821011966646,1
yelpchi,heterophily_rewire_oracle,secgfd,train_clean_eval_all,average_precision,True,0.08926052727118891,0.0,0.08926052727118891,0.08926052727118891,0.2975350909039631,0.0,0.2975350909039631,0.2975350909039631,1
